;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPT46612A;Unite Argentina!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT46612B;Let's continue as a Federation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME4661000;The Argentine Constitution;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC4661000;Most provinces agreed in a new constitution that will severely limit the power of Buenos Aires and unify Argentina in a single nation. High officials defected to this new government and Parana was defined as the new capital.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT4661000A;We will never agree to this!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT4661000B;We submit for the good of Argentina.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME4661001;Rosas Answer;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC4661001;The governor of Buenos Aires and president of the Confederation, Juan Manuel de Rosas, refused our constitutional demand. Furthermore, he denied we have the right to conduct external relations ourselves and warned that any attempt to do so will be seen as rebellion.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT4661001A;Take control of Corrientes. Declare war on Rosas.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT4661001B;There is no option but submit to his will.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC4661002;With the defeat of the the Confederation armies, we took control of the government!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT4661002A;Great!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME4661003;The National Organization;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC4661003;With the defeat of the enemies of Buenos Aires, a call for a new country order in Argentina begins. The future of Argentina lays in the hands of the victorious.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT4661003A;Reform into the promised Democracy!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT4661003B;Keep the power as we have now.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT4661003C;Declare a Monarchy.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME4661005;King Rosas the First;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC4661005;Today, on the year of our Lord $YEAR$, Juan Manuel de Rosas, the Restorer of the Laws, was declared Protector of Argentina and Restorer of the Order, as the king Juan Manuel de Rosas I, the first of the Rosas dynasty, first king of the Argentine Monarchy. Long live the King!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT4661005A;He shall reign with absolute power!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT4661005B;The king shall delegate some powers.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT4661005C;The monarchy will be a democratic one.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME4661004;Corrientes and Entre-Rios;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC4661004;The provinces of Corrientes and Entre-Rios long have been close. Now, with the rebellion oc Corrientes and our conquest of the province, the governor of Entre Rios made several political moves that brought the province under his influence.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT4661004A;That shouldn't be too much trouble.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME4661009;The River of Silver;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC4661009;The Río de la Plata, or River of Silver, forms part of the border between Argentina and Uruguay, with the major ports and capital cities of Buenos Aires and Montevideo on its western and northern shores, respectively. The coasts of the Río de la Plata are the most densely populated areas of Argentina and Uruguay. \n \n Since the colonial times, the river served as the life of our country. Our dominance over it brings much prosperity to our provinces and our people.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT4661009PTA;Long may we rule it!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME4661010;Paraguay declares Independence;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC4661010;The Congress of Paraguay formulated and declared an unilateral declaration of independence from the Argentine Confederation. While the provinces long had self rule, they were nominally part of our country and as such we have claims over it. Or we had, until they declared their independence from the Confederation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT4661010PTA;We recognize the right of the Paraguayans to rule themselves.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT4661010PTB;Never! Paraguay will always be part of Argentina.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME700013;Paraguay asks for recognition;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME4661011;Argentina Reunited;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC4661011;After years of strife and secession, Argentina is finally reunited.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT4661011PTA;Declare the Argentine Republic!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT4661011PTB;Stay as a Confederation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME4661012;Negotiations with the Confederation;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC4661012;Our country has been torn for too long. There's even talk by some Portenos that we should officialize our independence and become forever separated from the Confederation. \n \n President Urquiza of the Argentine Confederation approached the government of Buenos Aires and offers to reunite the country by making some amendments in the constitution to benefit us, but the Portenos aren't happy with only these and threaten to become rebellious in case we accept Urquiza's offer. In the other hand, Urquiza and the Confederation threaten to force us to accept the new constitution in case this secession goes on for too long. ;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT4661012PTA;We will have the country united OUR way.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT4661012PTB;We don't accept the constitution, but don't take action right now.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT4661012PTC;Accept the offer.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME4661013;The Confederation is Defeated;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC4661013;Recent battles have crushed the Confederation Army, and the forces of Buenos Aires advanced quickly replacing government officials by ones loyal to Buenos Aires. The Civil War is over, Buenos Aires is triumphant!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT4661013PTA;A country reunited!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC700013;The Congress of Paraguay formulated and declared an unilateral declaration of independence from the Argentine Confederation. While the provinces long had self rule, they were nominally part of Argentina. Now with the formalization of their independence, the Paraguayan government is asking from an official recognition from us.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT700013A;We recognize Paraguay's independence.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT700013B;We refuse to recognize their independence.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME700014;The Death of Carlos Lopez;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC700014;In the year $YEAR$, Carlos López, President of Paraguay, died. His son, Francisco Solano López, called a congress that unanimously chose him as president for ten years. Solano López, born in the capital, was made Brigadier General of the Paraguayan Army by his father at the age of 18, in 1844, during the spasmodic hostilities then prevailing with Argentina. He was sent in 1853 as minister plenipotentiary to the United Kingdom, France, and Italy, and spent a year and a half in Europe. He purchased large quantities of arms and military supplies, together with several steamers, and organized a project for building a railroad and establishing a French colony in Paraguay. He also became infatuated with the empire of Napoleon III and with Napoleon Bonaparte himself. López equipped his army with exact copies of uniforms of Napoleonic army. He ordered for himself an exact replica of Napoleon's crown. Returning to Paraguay, he became Minister of War in 1855 and was appointed as Vice President by his father.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTOPT700014A;Long may he rule!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME36969;The Irish Lose Their Status;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC36969;With the rise of the new regime in the United Kingdom, our Irish citizens lost their status as accepted citizens.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT36969OPTA;For the new order!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97666;The Rebellion is Over;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC97666;Saigo Takamori is dead -- some say he committed seppuku after receiving a wound -- and the rebellion he inspired is now ended. To many, this was the last gasp of the ancient samurai… and a new way for $COUNTRY$ on the path of progress now lies ahead.;;;;;;;;;;;;x,,,,,,,,,,,,
EVT97666OPTA;Then it is done.;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTNAME97680;The Sakhalin Question;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC97680;Japan has quarrelled with Russia before over the rule of Sakhalin Island. Now, our influence in China and Korea has led to renewed friction between our nations. The Line of Advantage dictates that we must extend our control over the whole of Sakhalin and establish a stronger northern border. But are we willing to risk war with a European power?;;;;;;;;;;;;x,,,,,,,,,,,,
EVT97680OPTA;Demand the island, or it is war!;;;;;;;;;;;;x,,,,,,,,,,,,
EVT97680OPTB;This is not in our interests at this time.;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME97681;The $FROMCOUNTRY_ADJ$ Demand;;;;;;;;;;;;x,,,,,,,,,,,,,
EVTDESC97681;The warmongers in the Japanese government are now demanding that Russia cede Sakhalin and the Kuril Islands entirely to them. To give up so much territory without a fight would make us look very weak, but Japan's might has grown tremendously in recent decades. Can we risk a war in the Pacific?;;;;;;;;;;;;x,,,,,,,,,,,,
EVT97681OPTA;The islands aren't worth a war.;;;;;;;;;;;;x,,,,,,,,,,,,
EVT97681OPTB;Of course we will fight for the motherland!;;;;;;;;;;;;x,,,,,,,,,,,,
EVTNAME97676;War With $FROMCOUNTRY$!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97676;Believing $COUNTRY$ to be weak, the hated Japanese have decided to strike at us and take control of our government. They shall find us a difficult target!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97676OPTA;We shall resist!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97677;The Korean Question;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97677;Our nation's policy of the Line of Advantage dictates that we must expand our borders if we are to maintain security. Naturally, our most vulnerable point lies in neighbouring Korea. They must either be brought under our direct control or made into a vassal if $COUNTRY$ is to be kept safe. Already $COUNTRY_ADJ$ generals are clamouring for war.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97677OPTA;We should take advantage while we can.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97677OPTB;This is not in our best interest.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97678;The Formosa Question;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97678;The recent murder of Japanese sailors off the coast of Formosa has given rise to a question within the $COUNTRY_ADJ$ government: should we use this excuse to step in and wrest control of the southern island? The Line of Advantage is clear, dictating that the land would be invaluable to our goals. But are we willing to risk such a war?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97678OPTA;Demand the island, or it is war!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97678OPTB;This is not in our interests.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97679;The $FROMCOUNTRY_ADJ$ Demand;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97679;After the recent murders of a number of $FROMCOUNTRY_ADJ$ sailors off the coast of Formosa, the $FROMCOUNTRY_ADJ$ government has delivered a demand: turn over the island, for the sake of their security, or it shall be war between $FROMCOUNTRY$ and $COUNTRY$. We know this is just an excuse for their militarist expansion... but can we stand up against their might?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVT97679OPTA;We cannot fight them.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVT97679OPTB;This insult cannot be borne!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC97627;The shogun's Chief Minister has been assassinated by ronin samurai outside the very gates of Edo castle! Though the ronin were either cut down or committed seppuku, a manifesto found on their bodies makes it clear their act was a reaction to the recent purge instigated by the Chief Minister against agitators within the shogunate. This is a clear sign that upheaval against the bakufu has reached an unacceptable point, yet the shogunate refuses to compromise with the imperial court. Many are certain this will only speed up the coming conflict.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVT97627OPTA;This is most unfortunate.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME97630;The Death of Emperor Komei;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97630;There are some who believe that Emperor Komei was assassinated -- delivered a handkerchief laced with smallpox, perhaps by radicals who fear the possibility of compromise between the bakufu and the imperial court. No matter the truth, the death of the Emperor has placed the young Emperor Meiji upon the imperial throne and eliminated any chance of compromise.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVT97630OPTA;We welcome the new emperor.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97635;Opposition to the Bakufu;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97635;There is a growing restlessness among the daimyo, with some whispering that the Tokugawa shogunate has grown weak and is unable to deal with the encroachment of foreign powers. Officials within the bakufu are urging that we seek allies among either the outsider tozama or the traditional fudai, to strengthen the shogunate's position. Approaching one means angering the other, of course, but it appears we have little choice.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVT97635OPTA;We will seek allies among the southern tozama.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97635OPTB;We will seek allies among the northern fudai.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97636;There is a growing restlessness among the daimyo, with some whispering that the Tokugawa shogunate has grown weak and is unable to deal with the encroachment of foreign powers. We have received word that the shogunate has consulted with the outsider tozama, perhaps seeking new allies. If so, this compounds injury with insult.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVT97636OPTA;Perhaps it is time for a change.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC97637;There is a growing restlessness among the daimyo, with some whispering that the Tokugawa shogunate has grown weak and is unable to deal with the encroachment of foreign powers. We have received word that the shogunate has consulted with the fudai daimyo, perhaps seeking new allies. This is hardly unexpected, though the tozama agree this makes it clear that the shogunate is not the future of Japan.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVT97637OPTA;Perhaps it is time for a change.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97640;The Meiji Rebellion;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97640;The $FROMCOUNTRY_ADJ$ clan has made a bold move: they have declared they intend to see the emperor restored to rule over all of Japan. The $COUNTRY_ADJ$ must make a decision: do we throw in our support with the imperial court, or do we uphold our duty and support the shogun?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97640OPTA;We shall support the Emperor!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97640OPTB;We shall support the Shogun!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC97641;The $FROMCOUNTRY_ADJ$ clan has made a bold move: they have seized control of the palace at Kyoto and declared they intend to see the emperor restored to rule over Japan. Word has it they have recruited fellow daimyo to stand with them in this traitorous war. We must issue a call to our allies and move at once!\n\n §RNOTE: To win this war, you must occupy Kyoto and the rebellion leader's capital. You must not allow Edo to become occupied, and you cannot White Peace. If you White Peace, you lose.§W;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVT97641OPTA;The Emperor steps beyond his place!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC97642;The $FROMCOUNTRY_ADJ$ clan has made a bold move: they have declared they intend to see the emperor restored to rule over all of Japan. We have little choice, as they have forced our hand. Either we rise up against the Shogun now, or the Shogun will assume we are behind the rebellion even if we are not. The time has come to fight!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVT97642OPTA;Then fight we shall!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97645;We Are Defeated;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97645;The Edo palace has been occupied, and our loyal daimyo are on the retreat. Our advisors tell us that our only option is to lay down our arms and allow the Emperor his victory. There is a place for the Tokugawa within the new order.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97645OPTA;The Boshin War is over.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97646;The Meiji Restoration;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97646;$COUNTRY_ADJ$ clan forces have marched triumphantly into Edo, and the Tokugawa shogunate has agreed to a permanent peace. For the first time since before the Sengoku, the Imperial Court now rules Japan once again. Victory is ours!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVT97646OPTA;A victory for all of Japan!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97647;Emperor Meiji has been restored to rule over Japan. An imperial messenger has arrived at the $COUNTRY_ADJ$ palace in $CAPITAL$ to demand our willing allegiance to the Emperor.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97647OPTA;Of course we will comply.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97647OPTB;Never! We will fight to become the new Shogun!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97648;A New Capital in the East?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97648;While Kyoto has long been the capital of Japan, and home to the Imperial Court, the city of Edo has become the de facto capital-- for centuries it has been the center of shogunate power, as well as a cultural and administrative center. The Emperor will need to decide whether the court should move to Edo and create a new capital... or remain in Kyoto and revitalize it instead.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVT97648OPTA;We will move the capital to Edo.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVT97648OPTB;The capital shall remain in Kyoto.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME97650;We Are Defeated;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97650;The Imperial palace at Kyoto has been occupied, and our daimyo allies are on the retreat. Our advisors tell us that our only option is to lay down our arms and allow the Shogun his victory. If we are fortunate, the $COUNTRY_ADJ$ clan will not be wiped out by this unfortunate turn of events.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVT97650OPTA;The Boshin War is over.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97651;Tokugawa Victory;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97651;Tokugawa clan forces have marched triumphantly into Kyoto, and the traitor daimyos have agreed to a permanent peace. The Bakumatsu has ended with the shogunate in control once again-- victory is ours!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97651OPTA;A victory for all of Japan!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC97652;The Tokugawa shogunate has once again asserted control over Japan. A bakufu messenger has arrived at the $COUNTRY_ADJ$ palace in $CAPITAL$ to demand our submission to direct rule from Edo.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97652OPTA;Of course we will comply.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97652OPTB;Never! We will fight on!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97660;The Taisho Era;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97660;With the ascension of Emperor Taisho, whose poor health has prompted a shift in political power from Japan's old guard to the Imperial Diet, democratic parties are beginning to see their influence spread throughout the country. Though democratic tradition is not deeply rooted, the idea of enfranchisement as a right of the individual Japanese citizen has become far more broadly accepted. Students, university professors and journalists inspired by Western schools of thought have organized public demonstrations to demand new reforms.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVT97660OPTA;Support the Taisho Democracy movement.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVT97660OPTB;These demonstrations are disruptive and unwanted.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTNAME97661;The Shogunate Westernizes;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97661;A great change has taken place within the Tokugawa Shogunate, and now $COUNTRY$ must keep pace.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97661OPTA;Then change we must.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97665;The Satsuma Rebellion;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97665;A growing dissatisfaction among the former samurai with the abolition of the han system and the resulting reduction in their personal prestige has crystallized in a rebellion. Led by one of the most prestigious samurai leaders of the former Satsuma Domain, Saigo Takamori, the rebellion has attracted a large number of followers and will be a severe challenge for the Japanese government to deal with.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97670;The Northern Islands;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97670;The islands of Sakhalin and the Kurils are a natural extension of our holdings on Hokkaido, and we must seek to claim these places before the Russians do so first.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97665OPTA;This cannot be allowed!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97665OPTB;We cannot afford a war.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97670OPTA;We must claim the northern islands.;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97673;The Path of Progress;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97673;$COUNTRY$ has followed a militaristic path until now, determined to set ourselves against our neighbours in the interest of security -- while risking that security with dangerous wars. The new $COUNTRY_ADJ$ government has determined that this must change. We must follow a path of progress, and instead devote ourselves to technology and westernization if we are to remain free and whole.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVT97673OPTA;So shall it be.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97674;The Line of Advantage;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97674;The $COUNTRY_ADJ$ government has followed a policy of progress and westernization until now, hoping that advancing $COUNTRY$ to match the Western powers would keep us safe. We now see this is in error, and that only by an aggressive expansion of our borders can we hope to maintain the security of $COUNTRY$ proper.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVT97674OPTA;So shall it be.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,	
EVTNAME97675;China in Chaos;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97675;The Chinese have fallen into warring factions, all but crumbling their power and leaving us an advantage we would be fools not to exploit. The Line of Advantage policy dictates that we should strike, and strike soon.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVT97675OPTA;We should take advantage while we can.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVT97675OPTB;This is not in our best interest.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97600;Sakoku;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97600;Meaning 'locked country', Sakoku was the foreign relations policy of Japan instituted by the Tokugawa shogunate in the 17th century, with no foreigner allowed to enter the country on pain of death. While some contact with westerners was permitted in the south, at the Dejima trade enclave in particular, such contact was strictly regulated and kept Japan in a state of isolation from the rest of the world.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVT97600OPTA;This is the proper way for Japan.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97601;Rangaku;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97601;Meaning 'Western Learning', Rangaku referred to the body of knowledge developed by Japan through its contacts with the Dutch enclave at Dejima. Despite the enforced isolation of the nation, this policy of learning allowed western influences to spread-- particularly in the southern domains of Satsuma and Choshu.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVT97601OPTA;To resist the westerners, we must learn their ways.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97605;Kurofune;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97605;More 'black ships' have appeared off our shores, these ones commanded by an American named Commodore Matthew Perry. The ill-tempered westerner is demanding an end to the Japanese policy of Sokoku -- specifically trading rights in several ports, extraterritoriality for American sailors and protection for their shipwrecks. At first he demanded to negotiate with the Emperor, but that is impossible. Thus it falls to the Shogun to either agree to his demands, risking the appearance of weakness, or refuse and bring the wrath of the Americans upon us.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,
EVT97605OPTA;We have little choice but to agree.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVT97605OPTB;Never! We will fight the Americans if we must.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97606;Commodore Perry Successful;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97606;Commodore Perry has returned from his mission to Japan with a treaty in hand: we have gained numerous trade concessions, but more importantly we have cracked open the shield that is Japan's policy of isolation. This is a great coup for American diplomacy and influence in the Far East.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97606OPTA;Well done!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97607;The Japanese Are Defiant!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97607;Commodore Perry has returned from his mission to Japan with unfortunate news: they have chosen to defy his ultimatum and thumb their collective noses at our government. Should we back down now, it will be a great blow to our prestige and our influence in the Far East.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97607OPTA;War it is!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97607OPTB;We cannot afford a war on the other side of the Pacific.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97608;Japanese Surrender?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97608;We are being overwhelmed by the superior might of western armaments. Despite the loss of face, we must consider offering the hated foreigners terms of our surrender.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97608OPTA;It seems we have little choice.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVT97608OPTB;We will hold out!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97609;The Japanese Have Surrendered;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97609;We have formally concluded a treaty with the Japanese which will see our influence restored, and our demands for their ports to be opened to our ships to be met. Additionally, an indemnity will be placed upon their government to make up for the expense of the $COUNTRY_ADJ$ war effort.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVT97609OPTA;Excellent!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
